Architecture    Offer                   Publisher    Sku                              Urn                                                                         Version
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202511120               24.04.202511120
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202511240               24.04.202511240
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202512010               24.04.202512010
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202512181               24.04.202512181
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601070               24.04.202601070
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601080               24.04.202601080
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601120               24.04.202601120
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601140               24.04.202601140
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601210               24.04.202601210
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601220               24.04.202601220
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601280               24.04.202601280
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202601300               24.04.202601300
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602160               24.04.202602160
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602170               24.04.202602170
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602180               24.04.202602180
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602190               24.04.202602190
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602200               24.04.202602200
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602210               24.04.202602210
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602220               24.04.202602220
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602230               24.04.202602230
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602240               24.04.202602240
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602250               24.04.202602250
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602260               24.04.202602260
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602270               24.04.202602270
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202602280               24.04.202602280
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603010               24.04.202603010
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603020               24.04.202603020
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603030               24.04.202603030
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603040               24.04.202603040
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603050               24.04.202603050
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603060               24.04.202603060
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603070               24.04.202603070
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603080               24.04.202603080
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603090               24.04.202603090
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603100               24.04.202603100
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603110               24.04.202603110
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603120               24.04.202603120
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603250               24.04.202603250
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603260               24.04.202603260
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603270               24.04.202603270
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603280               24.04.202603280
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603290               24.04.202603290
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202603310               24.04.202603310
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604010               24.04.202604010
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604080               24.04.202604080
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604090               24.04.202604090
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604110               24.04.202604110
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604120               24.04.202604120
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604140               24.04.202604140
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604150               24.04.202604150
x64             ubuntu-24_04-lts-daily  Canonical    minimal-gen1                     Canonical:ubuntu-24_04-lts-daily:minimal-gen1:24.04.202604160               24.04.202604160
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202512050                     24.04.202512050
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202512181                     24.04.202512181
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601070                     24.04.202601070
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601080                     24.04.202601080
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601100                     24.04.202601100
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601130                     24.04.202601130
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601140                     24.04.202601140
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601150                     24.04.202601150
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601170                     24.04.202601170
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601210                     24.04.202601210
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601220                     24.04.202601220
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601230                     24.04.202601230
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601270                     24.04.202601270
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601280                     24.04.202601280
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601290                     24.04.202601290
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202601300                     24.04.202601300
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602030                     24.04.202602030
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602040                     24.04.202602040
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602060                     24.04.202602060
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602130                     24.04.202602130
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602170                     24.04.202602170
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602180                     24.04.202602180
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602190                     24.04.202602190
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602200                     24.04.202602200
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602210                     24.04.202602210
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602220                     24.04.202602220
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602230                     24.04.202602230
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602240                     24.04.202602240
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602250                     24.04.202602250
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602260                     24.04.202602260
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602270                     24.04.202602270
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202602280                     24.04.202602280
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603010                     24.04.202603010
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603020                     24.04.202603020
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603030                     24.04.202603030
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603040                     24.04.202603040
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603050                     24.04.202603050
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603060                     24.04.202603060
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603070                     24.04.202603070
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603080                     24.04.202603080
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603090                     24.04.202603090
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603110                     24.04.202603110
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603120                     24.04.202603120
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603260                     24.04.202603260
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603270                     24.04.202603270
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603280                     24.04.202603280
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202603290                     24.04.202603290
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604010                     24.04.202604010
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604020                     24.04.202604020
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604030                     24.04.202604030
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604100                     24.04.202604100
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604110                     24.04.202604110
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604120                     24.04.202604120
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604130                     24.04.202604130
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604150                     24.04.202604150
x64             ubuntu-24_04-lts-daily  Canonical    server                           Canonical:ubuntu-24_04-lts-daily:server:24.04.202604160                     24.04.202604160
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202512050               24.04.202512050
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202512181               24.04.202512181
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601070               24.04.202601070
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601080               24.04.202601080
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601100               24.04.202601100
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601130               24.04.202601130
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601140               24.04.202601140
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601150               24.04.202601150
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601170               24.04.202601170
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601210               24.04.202601210
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601220               24.04.202601220
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601230               24.04.202601230
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601270               24.04.202601270
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601280               24.04.202601280
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601290               24.04.202601290
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202601300               24.04.202601300
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602030               24.04.202602030
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602040               24.04.202602040
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602060               24.04.202602060
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602130               24.04.202602130
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602170               24.04.202602170
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602180               24.04.202602180
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602190               24.04.202602190
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602200               24.04.202602200
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602210               24.04.202602210
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602220               24.04.202602220
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602230               24.04.202602230
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602240               24.04.202602240
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602250               24.04.202602250
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602260               24.04.202602260
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602270               24.04.202602270
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202602280               24.04.202602280
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603010               24.04.202603010
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603020               24.04.202603020
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603030               24.04.202603030
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603040               24.04.202603040
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603050               24.04.202603050
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603060               24.04.202603060
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603070               24.04.202603070
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603080               24.04.202603080
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603090               24.04.202603090
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603110               24.04.202603110
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603120               24.04.202603120
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603260               24.04.202603260
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603270               24.04.202603270
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603280               24.04.202603280
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202603290               24.04.202603290
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604010               24.04.202604010
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604020               24.04.202604020
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604030               24.04.202604030
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604100               24.04.202604100
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604110               24.04.202604110
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604120               24.04.202604120
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604130               24.04.202604130
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604150               24.04.202604150
Arm64           ubuntu-24_04-lts-daily  Canonical    server-arm64                     Canonical:ubuntu-24_04-lts-daily:server-arm64:24.04.202604160               24.04.202604160
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202512050                24.04.202512050
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202512181                24.04.202512181
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601070                24.04.202601070
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601080                24.04.202601080
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601100                24.04.202601100
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601130                24.04.202601130
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601140                24.04.202601140
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601150                24.04.202601150
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601170                24.04.202601170
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601210                24.04.202601210
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601220                24.04.202601220
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601230                24.04.202601230
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601270                24.04.202601270
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601280                24.04.202601280
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601290                24.04.202601290
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202601300                24.04.202601300
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602030                24.04.202602030
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602040                24.04.202602040
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602060                24.04.202602060
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602130                24.04.202602130
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602170                24.04.202602170
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602180                24.04.202602180
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602190                24.04.202602190
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602200                24.04.202602200
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602210                24.04.202602210
x64             ubuntu-24_04-lts-daily  Canonical    server-gen1                      Canonical:ubuntu-24_04-lts-daily:server-gen1:24.04.202602220                24.04.202602220
